time,open,high,low,close,vol,id,timestamp,Relative Strength Index,Average Directional Index,Correlation Coefficient
1267713000,10396.53,10452.38,10390.86,10444.14,165735700,"0","2010-03-04 14:30:00",57.75101798266198,14.870993863609067,0.9872798055846882
1267799400,10445.13,10571.94,10445.05,10566.2,184269349,"1","2010-03-05 14:30:00",63.33611002580394,14.940290255419455,0.9867305580781045
1268058600,10563.78,10587.74,10542.39,10552.52,171783197,"2","2010-03-08 14:30:00",62.341419035230345,15.13773988218883,0.9856406887013212
1268145000,10552.24,10612.6,10533.93,10564.38,219857400,"3","2010-03-09 14:30:00",62.885623674774806,15.533653276666842,0.9863484687802251
1268231400,10560.13,10601.79,10526.52,10567.33,186565748,"4","2010-03-10 14:30:00",63.02873848165451,15.80237545095364,0.9837933638148042
1268317800,10560.98,10611.84,10507.17,10611.84,149994299,"5","2010-03-11 14:30:00",65.20862675252295,15.785530307921075,0.9843716337724541
1268404200,10611.77,10644.95,10594.84,10624.69,166141983,"6","2010-03-12 14:30:00",65.83492693121872,16.09837614012157,0.9844483282538369
1268659800,10623.41,10644.19,10570.51,10642.15,160571460,"7","2010-03-15 13:30:00",66.7117809961468,16.034205672392236,0.9870518943151756
1268746200,10642.53,10693.99,10621.9,10685.98,227418248,"8","2010-03-16 13:30:00",68.8715828898728,16.480274264219734,0.988311560611396
1268832600,10686.36,10767.98,10686.36,10733.67,194188842,"9","2010-03-17 13:30:00",71.07095159375743,17.548628077307043,0.9894575721793698
1268919000,10733.44,10784,10728.15,10779.17,153283815,"10","2010-03-18 13:30:00",73.02893016663171,18.67162807386839,0.9893334818847097
1269005400,10780,10819.9,10694.22,10741.98,434188160,"11","2010-03-19 13:30:00",68.92276920195717,20.00335880605497,0.9893739004655838
1269264600,10741,10809.85,10695.13,10785.89,157199000,"12","2010-03-22 13:30:00",70.9963262352597,21.239965914513938,0.989195017367247
1269351000,10787.18,10893.89,10784.76,10888.83,189141689,"13","2010-03-23 13:30:00",75.17771740566263,23.021014213683905,0.9849651658677187
1269437400,10887.62,10887.84,10825.42,10836.15,195566515,"14","2010-03-24 13:30:00",69.64422660822697,24.674844777198874,0.9855183630221273
1269523800,10837.51,10955.48,10834.19,10841.21,200329986,"15","2010-03-25 13:30:00",69.87360193531065,26.658616114135743,0.9813643136509266
1269610200,10841.29,10909.38,10816.43,10850.36,175488230,"16","2010-03-26 13:30:00",70.31048356492178,28.153294099356795,0.9771281468796821
1269869400,10849.23,10916.64,10849.23,10895.86,136708813,"17","2010-03-29 13:30:00",72.44998873380882,29.593064009683147,0.9764788501487607
1269955800,10895.02,10940.22,10866.83,10907.42,148806366,"18","2010-03-30 13:30:00",72.98268965550564,31.100592401580418,0.9739029208622021
1270042200,10907.34,10907.42,10832.83,10856.63,197062489,"19","2010-03-31 13:30:00",66.8652821566646,31.779820093445093,0.9693526931616059
1270128600,10857.31,10956.39,10857.31,10927.07,159511712,"20","2010-04-01 13:30:00",70.55191903349647,32.80959550421693,0.9710691031165389
1270474200,10927.45,10988.06,10923.97,10973.55,139480052,"21","2010-04-05 13:30:00",72.70960558198938,34.00212368084351,0.9716777077013063
1270560600,10972.49,10987.38,10927.52,10969.99,159958407,"22","2010-04-06 13:30:00",72.2728133778904,35.10947127342533,0.9665511124885098
1270647000,10961.95,10962.66,10845.45,10897.52,186966822,"23","2010-04-07 13:30:00",63.86233275257607,34.472064909819565,0.9569977255339794
1270733400,10896.99,10949.36,10844.09,10927.07,158932477,"24","2010-04-08 13:30:00",65.6192261422814,33.85516842772243,0.9446539713642338
1270819800,10926.92,11000.98,10926.92,10997.35,150663625,"25","2010-04-09 13:30:00",69.4263073488066,33.822152348061344,0.9403835089160453
1271079000,10996.75,11029.77,10992.21,11005.97,153962511,"26","2010-04-12 13:30:00",69.86704325900297,34.06589157856724,0.9342630930656176
1271165400,11006.72,11038.92,10947.77,11019.42,183946056,"27","2010-04-13 13:30:00",70.57969510264607,33.43463304703969,0.9283660932054558
1271251800,11020.7,11125.22,11020.63,11123.11,223918338,"28","2010-04-14 13:30:00",75.4083169142167,33.674507586860045,0.9505291243860953
1271338200,11122.96,11154.55,11096.2,11144.57,203712750,"29","2010-04-15 13:30:00",76.27615484855781,34.139130109244334,0.9724106884542884
1271424600,11143.66,11153.79,10973.92,11018.66,373954940,"30","2010-04-16 13:30:00",62.369103254865706,32.62906683771486,0.9736327158689577
1271683800,11018.36,11095.3,10977.85,11092.05,214847315,"31","2010-04-19 13:30:00",66.23359549873632,31.226865228437497,0.9677239982688104
1271770200,11093.11,11146.08,11081.47,11117.06,175169668,"32","2010-04-20 13:30:00",67.45998142013431,30.455600214251373,0.9720760087941539
1271856600,11116.91,11153.72,11071.34,11124.92,188883365,"33","2010-04-21 13:30:00",67.85511842657235,29.584428888789105,0.9722333027631586
1271943000,11119.78,11149.86,11016.4,11134.29,214697798,"34","2010-04-22 13:30:00",68.3485481115861,27.971156812069776,0.9717161285167148
1272029400,11132.18,11205.64,11105.65,11204.28,207380329,"35","2010-04-23 13:30:00",71.82729675463324,27.09951404155341,0.9725525756371233
1272288600,11205.11,11258.01,11187.65,11205.03,191924045,"36","2010-04-26 13:30:00",71.86298435925623,26.813822711977537,0.9674498779291436
1272375000,11203.67,11218.86,10973.17,10991.99,263395987,"37","2010-04-27 13:30:00",51.793083772168394,25.687727004568643,0.961526448317142
1272461400,10988.87,11078.52,10965.38,11045.27,236760411,"38","2010-04-28 13:30:00",55.16549190374741,24.710266898727813,0.957184173963163
1272547800,11045.64,11197.32,11041.64,11167.32,194312160,"39","2010-04-29 13:30:00",61.76420378566694,23.286852762549294,0.9463362907508597
1272634200,11168.23,11197.93,10999.69,11008.61,255132491,"40","2010-04-30 13:30:00",51.209450948735224,21.68545310981018,0.937867176238284
1272893400,11009.6,11177.67,11009.6,11151.83,178078822,"41","2010-05-03 13:30:00",58.1581864596758,20.19843914655243,0.9252127184898066
1272979800,11149.48,11149.48,10869.25,10926.77,242096575,"42","2010-05-04 13:30:00",46.86329156802123,20.042749970548993,0.9240591906892073
1273066200,10918.4,10946.79,10814.84,10868.12,218831496,"43","2010-05-05 13:30:00",44.44108923346587,20.292669501378807,0.9375135771198171
1273152600,10862.22,10879.76,9869.62,10520.32,459882730,"44","2010-05-06 13:30:00",33.41225401004671,23.569899730321005,0.9763279066862599
1273239000,10519.42,10579.12,10241.23,10380.43,428725170,"45","2010-05-07 13:30:00",30.16922466527278,26.61304208576733,0.9882092463525534
1273498200,10386.18,10835.17,10386.03,10785.14,313354000,"46","2010-05-10 13:30:00",46.38315514641952,27.669496813611833,0.9905130688895613
1273584600,10780,10874.54,10685.38,10748.26,223949322,"47","2010-05-11 13:30:00",45.349802623856135,28.407192030958456,0.9924191120323695
1273671000,10742.15,10909.08,10742.15,10896.91,196625961,"48","2010-05-12 13:30:00",50.1687145748506,28.87285453505856,0.9935839679331065
1273757400,10896.61,10920.27,10771.69,10782.95,201475028,"49","2010-05-13 13:30:00",46.76428930603526,29.23100846084385,0.9945330338994363
1273843800,10780.68,10780.75,10537.25,10620.16,256495923,"50","2010-05-14 13:30:00",42.34388955411658,30.262864237876336,0.9951248022070406
1274103000,10616.98,10660.97,10436.06,10625.83,221910894,"51","2010-05-17 13:30:00",42.54759163481613,31.480096247003615,0.9953801289070278
1274189400,10625.45,10718.86,10482.2,10510.95,246374123,"52","2010-05-18 13:30:00",39.50236725658864,32.208855043467544,0.9963120365273341
1274275800,10505.7,10522.52,10324.66,10444.37,266343224,"53","2010-05-19 13:30:00",37.81320320090031,33.30457273186064,0.996897863309449
1274362200,10440.21,10440.21,10065.36,10068.01,360348620,"54","2010-05-20 13:30:00",30.003065492785694,34.888948915197616,0.99801953854735
1274448600,10063.93,10198.53,9918.82,10193.39,438219490,"55","2010-05-21 13:30:00",34.83208063574877,36.62828596426576,0.9988128862041312
1274707800,10193.46,10196.41,10052.67,10066.57,211429231,"56","2010-05-24 13:30:00",32.39744239238473,38.243384652686174,0.9988686211740337
1274794200,10061.43,10061.66,9774.48,10043.75,316964500,"57","2010-05-25 13:30:00",31.964494688790353,40.19902845263461,0.998632814578704
1274880600,10045.11,10179.03,9952.68,9974.45,316081110,"58","2010-05-26 13:30:00",30.625998175076234,41.22918675400803,0.9983079837467483
1274967000,9971.73,10264.2,9971.73,10258.99,264773539,"59","2010-05-27 13:30:00",41.464379010596105,41.640761962504854,0.997661662330267
1275053400,10258,10258,10095.9,10136.63,243723703,"60","2010-05-28 13:30:00",38.66677383748274,42.022938941823334,0.9970087492049698
1275399000,10133.94,10218.33,10013.9,10024.02,221896377,"61","2010-06-01 13:30:00",36.243180592440616,42.57555012389513,0.9967477969867934
1275485400,10025.61,10254.22,10025.61,10249.54,200849912,"62","2010-06-02 13:30:00",43.83553094489753,42.83170370075543,0.9962751269094434
1275571800,10250.67,10315.21,10175.02,10255.28,176866145,"63","2010-06-03 13:30:00",44.018259955687775,42.629886024961365,0.9951085104864262
1275658200,10249.61,10249.69,9889.88,9931.97,256598987,"64","2010-06-04 13:30:00",36.763059430387955,43.19215769487199,0.9952088598532383
1275917400,9931.75,9982.38,9810.3,9816.49,222939990,"65","2010-06-07 13:30:00",34.571244485249835,43.890883852670285,0.9957661070024164
1276003800,9812.94,9953.66,9757.55,9939.98,259677934,"66","2010-06-08 13:30:00",38.77493913435177,44.65535558712842,0.9956499451242866
1276090200,9941.57,10065.14,9867.73,9899.25,222681186,"67","2010-06-09 13:30:00",37.9098090749932,44.562781538789146,0.9954794378697592
1276176600,9901.67,10185.83,9901.67,10172.53,221733887,"68","2010-06-10 13:30:00",46.53002903668179,43.67700917008296,0.9941943560540226
1276263000,10166.78,10215.98,10082.71,10211.07,187888301,"69","2010-06-11 13:30:00",47.6341883414779,42.66022217980387,0.9923941797326412
1276522200,10211.83,10328.67,10186.21,10190.89,177924353,"70","2010-06-14 13:30:00",47.085902760594486,41.00872930607052,0.9905234736118025
1276608600,10192.4,10408.32,10192.4,10404.77,203166021,"71","2010-06-15 13:30:00",53.2303881734154,39.00534503441875,0.988108884541195
1276695000,10404.24,10429.03,10332.6,10409.46,165697705,"72","2010-06-16 13:30:00",53.35828976348764,37.02262020702914,0.9889265977583144
1276781400,10409.98,10441.2,10319.22,10434.17,181067504,"73","2010-06-17 13:30:00",54.070952745714806,35.24775136093496,0.9898360741831322
1276867800,10435,10483.44,10424.49,10450.64,338018320,"74","2010-06-18 13:30:00",54.56922353860736,33.32481950731741,0.9923258766426881
1277127000,10452.46,10594.16,10395.55,10442.41,165188841,"75","2010-06-21 13:30:00",54.252493961409186,31.032786388805743,0.9920415029712468
1277213400,10441.95,10493.57,10283.4,10293.52,175751096,"76","2010-06-22 13:30:00",48.740813878907176,29.36303078871301,0.9902914908849711
1277299800,10293.3,10368.04,10227.24,10298.44,195104994,"77","2010-06-23 13:30:00",48.92546543345082,28.110863568296036,0.9846165364125509
1277386200,10297.08,10298.06,10128.85,10152.8,244441632,"78","2010-06-24 13:30:00",43.88576017172329,27.44327731981665,0.9757422409890169
1277472600,10153.48,10202.91,10081.08,10143.81,434501420,"79","2010-06-25 13:30:00",43.58729490785137,27.052493466578287,0.9753540689436376
1277731800,10143.05,10201.93,10101.41,10138.52,164104053,"80","2010-06-28 13:30:00",43.40025121180677,26.689622745714097,0.9749541675660578
1277818200,10135.72,10135.8,9811.92,9870.3,290503260,"81","2010-06-29 13:30:00",35.161356546885244,27.5633904992014,0.9737806872470622
1277904600,9868.34,9908.92,9753.84,9774.02,235086771,"82","2010-06-30 13:30:00",32.75745608276205,28.57033086041939,0.9774664656331224
1277991000,9773.27,9795.48,9621.89,9732.53,262824114,"83","2010-07-01 13:30:00",31.750088803674416,29.917238038618333,0.9827312865540404
1278077400,9732.23,9770.87,9614.32,9686.48,199565501,"84","2010-07-02 13:30:00",30.62440550537451,31.190730992077363,0.987932875462888
1278423000,9689.21,9858.13,9659.01,9743.62,216714005,"85","2010-07-06 13:30:00",33.762530897769665,31.633794871586534,0.9917579170777472
1278509400,9736.85,10026.6,9736.7,10018.28,219562329,"86","2010-07-07 13:30:00",46.32970005367478,30.79726996198766,0.993305869847494
1278595800,10019.26,10139.86,10019.26,10138.99,192216034,"87","2010-07-08 13:30:00",50.75206214465165,29.298362030026965,0.9934599130797975
1278682200,10137.93,10201.77,10118.41,10198.03,134816272,"88","2010-07-09 13:30:00",52.800602452546826,27.535664154913803,0.9931239807420476
